guessed_trade_name,parent_brand,product_count,sample_product,confidence,linking_method,,
Truceb,Unlinked,1,Truceb 100ml Syp,LOW,None,,
Trucof,Unlinked,1,Trucof 120ml Syp,LOW,None,,
Trudryl,Unlinked,1,Trudryl 100ml Syp,LOW,None,,
Trustovit,Unlinked,1,Trustovit 200ml Syp,LOW,None,,
Truxime,Unlinked,1,Truxime 100mg 30ml Syp,LOW,None,,
Tucral,Unlinked,1,Tucral O 100ml Syp,LOW,None,,
Tursil,Unlinked,1,Tursil 100ml Syp,LOW,None,,
Tusfin,Unlinked,1,Tusfin Ls 100ml Cough Syp,LOW,None,,
Tuspress,Unlinked,1,Tuspress 100ml Syp,LOW,None,,
Tussky,Unlinked,1,Tussky 100ml Syp,LOW,None,,
Tussprox,Unlinked,1,Tussprox D 100ml Syp,LOW,None,,
Tussthik,Unlinked,1,Tussthik D 100ml Syp,LOW,None,,
Tusvo,Unlinked,1,Tusvo D 100ml Syp,LOW,None,,
Tweetcal,Unlinked,1,Tweetcal P 200ml Syp,LOW,None,,
Typodyn,Unlinked,1,Typodyn 200ml Syp,LOW,None,,
Udisyp,Unlinked,1,Udisyp 200ml Syp,LOW,None,,
Ulsant,Unlinked,1,Ulsant 170ml Syp,LOW,None,,
Ulset,Unlinked,1,Ulset 100ml Syp,LOW,None,,
Ultimont,Unlinked,1,Ultimont Lc Kid 60ml Syp,LOW,None,,
Unikof,Unlinked,1,Unikof 100ml Syp,LOW,None,,
Uricure,Unlinked,1,Uricure 100ml Syp,LOW,None,,
Urilis,Unlinked,1,Urilis 100ml Syp,LOW,None,,
Ushirasav,Unlinked,1,Ushirasav 200ml Syp,LOW,None,,
Utiwipe,Unlinked,1,Utiwipe 100ml Syp,LOW,None,,
Utospark,Unlinked,1,Utospark Ds 200ml Syp,LOW,None,,
Utrac,Unlinked,1,Utrac 100ml Syp,LOW,None,,
Utriglow,Unlinked,1,Utriglow 200ml Syp,LOW,None,,
Utry,Unlinked,1,Utry Plus 200ml Syp,LOW,None,,
Vandol,Unlinked,1,Vandol 250mg Syp,LOW,None,,
Vavo,Unlinked,1,Vavo Tag 100ml Syp,LOW,None,,
Ventasol,Unlinked,1,Ventasol Ax 100ml Syp,LOW,None,,
Ventilex,Unlinked,1,Ventilex 100ml Syp,LOW,None,,
Ventiphyllin,Unlinked,1,Ventiphyllin Ls 100ml Syp,LOW,None,,
Ventoranz,Unlinked,1,Ventoranz Dx 100ml Syp,LOW,None,,
Verispore,Unlinked,1,Verispore 30ml Syp,LOW,None,,
Vialac,Unlinked,1,Vialac 150ml Syp,LOW,None,,
Virtuvit,Unlinked,1,Virtuvit 200ml Syp,LOW,None,,
Viscof,Unlinked,1,Viscof 100ml Syp,LOW,None,,
Visymin,Unlinked,1,Visymin Gold 100ml Syp,LOW,None,,
Vitacef,Unlinked,1,Vitacef Dry 50mg 30ml Syp,LOW,None,,
Viton,Unlinked,1,Viton 99 Syp,LOW,None,,
Vitostrong,Unlinked,1,Vitostrong 200ml Syp,LOW,None,,
Vivadase,Unlinked,1,Vivadase 200ml Syp,LOW,None,,
Vomipen,Unlinked,1,Vomipen P 30ml Syp,LOW,None,,
Vrimox,Unlinked,1,Vrimox Clav 30ml Syp,LOW,None,,
Walktall,Unlinked,1,Walktall Kid 200ml Syp,LOW,None,,
Waltuz,Unlinked,1,Waltuz Dx 100ml Syp,LOW,None,,
Warzinc,Unlinked,1,Warzinc 100ml Syp,LOW,None,,
Week,Unlinked,1,Week D3 Nano 5ml Syp,LOW,None,,
Wellair,Unlinked,1,Wellair 100ml Syp,LOW,None,,
Wettox,Unlinked,1,Wettox 60ml Syp,LOW,None,,
Winpac,Unlinked,1,Winpac Lc 100ml Syp,LOW,None,,
Wolox,Unlinked,1,Wolox M 30ml Syp,LOW,None,,
Wormicid,Unlinked,1,Wormicid Plus 100ml Syp,LOW,None,,
Wynacid,Unlinked,1,Wynacid 200ml Syp,LOW,None,,
Wyncoril,Unlinked,1,Wyncoril Ls 100ml Syp,LOW,None,,
Xemguard,Unlinked,1,Xemguard 200ml Syp,LOW,None,,
Xrich,Unlinked,1,Xrich 200ml Syp,LOW,None,,
Yesaka,Unlinked,1,Yesaka 600ml Syp,LOW,None,,
Zalcoril,Unlinked,1,Zalcoril Ls 100ml Syp,LOW,None,,
Zayamaliv,Unlinked,1,Zayamaliv Ds 450ml Syp,LOW,None,,
Zealvit,Unlinked,1,Zealvit 200ml Syp,LOW,None,,
Zecuf,Unlinked,1,Zecuf Cough 100ml Syp,LOW,None,,
Zenadryl,Unlinked,1,Zenadryl Cr 100ml Syp,LOW,None,,
Zenkowit,Unlinked,1,Zenkowit 200ml Syp,LOW,None,,
Zentazyme,Unlinked,1,Zentazyme 200ml Syp,LOW,None,,
Zentop,Unlinked,1,Zentop 200ml Syp,LOW,None,,
Zerapod,Unlinked,1,Zerapod 100mg 30ml Dry Syp,LOW,None,,
Zinciwell,Unlinked,1,Zinciwell 200ml Syp,LOW,None,,
Zinckid,Unlinked,1,Zinckid 60ml Syp,LOW,None,,
Zincolife,Unlinked,1,Zincolife 50ml Syp,LOW,None,,
Zincolix,Unlinked,1,Zincolix 200ml Syp,LOW,None,,
Zincovex,Unlinked,1,Zincovex 200ml Syp,LOW,None,,
Zincozen,Unlinked,1,Zincozen 100ml Syp,LOW,None,,
Zinkomin,Unlinked,1,Zinkomin 200ml Syp,LOW,None,,
Zinkowit,Unlinked,1,Zinkowit 200ml Syp,LOW,None,,
Zinsy,Unlinked,1,Zinsy 60ml Syp,LOW,None,,
Ziscoril,Unlinked,1,Ziscoril 100ml Syp,LOW,None,,
Zivalka,Unlinked,1,Zivalka 100ml Syp,LOW,None,,
Zoxivit,Unlinked,1,Zoxivit 200ml Syp,LOW,None,,
Zykalur,Unlinked,1,Zykalur Mb6 Raspberry 200ml Syp,LOW,None,,
Zykof,Unlinked,1,Zykof A 100ml Syp,LOW,None,,
Zymino,Unlinked,1,Zymino 200ml Syp,LOW,None,,
Zymrich,Unlinked,1,Zymrich Dry 50ml Syp,LOW,None,,
Zypara,Unlinked,1,Zypara 250mg 60ml Syp,LOW,None,,
Zypazyme,Unlinked,1,Zypazyme Pineapple 200ml Syp,LOW,None,,
Zyrcof,Unlinked,1,Zyrcof 100ml Syp,LOW,None,,
Energy,Unlinked,1,Energy Plus 200ml Syrup,LOW,None,,
Exol,Unlinked,1,Exol Syrup,LOW,None,,
Circa,Unlinked,1,Circa Valido Blood Glucose Monitoring System,LOW,None,,
Kd,Unlinked,1,Kd 9 Tab,LOW,None,,
Px7,Unlinked,1,Px7 Tab,LOW,None,,
Q16,Unlinked,1,Q16 Tab,LOW,None,,
Aaneph,Unlinked,1,Aaneph Tab,LOW,None,,
Abamune,Unlinked,1,Abamune 300mg 30s Tab,LOW,None,,
Abana,Unlinked,1,Abana 60s Tab,LOW,None,,
Abcobal,Unlinked,1,Abcobal Gn Tab,LOW,None,,
Abec,Unlinked,1,Abec L 30s Tab,LOW,None,,
Abepride,Unlinked,1,Abepride Forte Tab,LOW,None,,
Abetrol,Unlinked,1,Abetrol D Tab,LOW,None,,
Abezide,Unlinked,1,Abezide M Tab,LOW,None,,
Abhayadhi,Unlinked,1,Abhayadhi Modak 30s Tab,LOW,None,,
Abiba,Unlinked,1,Abiba Dg Tab,LOW,None,,
Abical,Unlinked,1,Abical 500 Tab,LOW,None,,
Abide,Unlinked,1,Abide Tab,LOW,None,,
Abifex,Unlinked,1,Abifex M Tab,LOW,None,,
Abigab,Unlinked,1,Abigab Nt Tab,LOW,None,,
Abilox,Unlinked,1,Abilox P Tab,LOW,None,,
Abimax,Unlinked,1,Abimax Tab,LOW,None,,
Abione,Unlinked,1,Abione 250mg 120s Tab,LOW,None,,
Abipred,Unlinked,1,Abipred 4mg Tab,LOW,None,,
Abirapro,Unlinked,1,Abirapro 250mg 120s Tab,LOW,None,,
Abirif,Unlinked,1,Abirif 400mg Tab,LOW,None,,
Abisef,Unlinked,1,Abisef 250mg Dt Tab,LOW,None,,
Abistat,Unlinked,1,Abistat 40mg Tab,LOW,None,,
Abitol,Unlinked,1,Abitol Dm Tab,LOW,None,,
Abivil,Unlinked,1,Abivil M Tab,LOW,None,,
Abixib,Unlinked,1,Abixib Mr Tab,LOW,None,,
Abmont,Unlinked,1,Abmont Lc Tab,LOW,None,,
Abocal,Unlinked,1,Abocal 500mg Tab,LOW,None,,
Abolin,Unlinked,1,Abolin Md Tab,LOW,None,,
Abomet,Unlinked,1,Abomet 1000mg Sr Tab,LOW,None,,
Aborise,Unlinked,1,Aborise Tab,LOW,None,,
Abortab,Unlinked,1,Abortab 200mg Tab,LOW,None,,
Abrozac,Unlinked,1,Abrozac Tab,LOW,None,,
Absotrend,Unlinked,1,Absotrend Q 10 Tab,LOW,None,,
Absovit,Unlinked,1,Absovit Tab,LOW,None,,
Abturbi,Unlinked,1,Abturbi 250mg Tab,LOW,None,,
Aburik,Unlinked,1,Aburik Tab,LOW,None,,
Abvent,Unlinked,1,Abvent 100 600mg Tab,LOW,None,,
Abvin,Unlinked,1,Abvin 100mg Tab,LOW,None,,
Abwal,Unlinked,1,Abwal 400mg Tab,LOW,None,,
Acecure,Unlinked,1,Acecure Plus Tab Ac,LOW,None,,
Acal,Unlinked,1,Acal 500 Tab,LOW,None,,
Acamprol,Unlinked,1,Acamprol Tab,LOW,None,,
Acamptas,Unlinked,1,Acamptas 333mg Tab,LOW,None,,
Acardase,Unlinked,1,Acardase 25mg Tab,LOW,None,,
Accemol,Unlinked,1,Accemol Tab,LOW,None,,
Accidit,Unlinked,1,Accidit Tab,LOW,None,,
Acco,Unlinked,1,Acco Ps Tab,LOW,None,,
Accufitt,Unlinked,1,Accufitt Lc Tab,LOW,None,,
Acculyn,Unlinked,1,Acculyn D Tab,LOW,None,,
Accuzith,Unlinked,1,Accuzith 250mg Tab,LOW,None,,
Acdac,Unlinked,1,Acdac Sp Tab,LOW,None,,
Acebcystein,Unlinked,1,Acebcystein Tab,LOW,None,,
Acebit,Unlinked,1,Acebit 50mg Tab,LOW,None,,
Acebrel,Unlinked,1,Acebrel 200mg Tab,LOW,None,,
Acebrofact,Unlinked,1,Acebrofact Lm Tab,LOW,None,,
Acecet,Unlinked,1,Acecet Sp Tab,LOW,None,,
Acecharge,Unlinked,1,Acecharge Th4 Tab,LOW,None,,
Acecloflam,Unlinked,1,Acecloflam P Tab,LOW,None,,
Aceclogesic,Unlinked,1,Aceclogesic Sp Tab,LOW,None,,
Acecloheal,Unlinked,1,Acecloheal Th Tab,LOW,None,,
Aceclomac,Unlinked,1,Aceclomac Plus Tab,LOW,None,,
Aceclomax,Unlinked,1,Aceclomax P Th4 Tab,LOW,None,,
Aceclonec,Unlinked,1,Aceclonec Sr 200mg Tab,LOW,None,,
Aceclootrue,Unlinked,1,Aceclootrue Mr Tab,LOW,None,,
Aceclorex,Unlinked,1,Aceclorex Tab,LOW,None,,
Aceclorite,Unlinked,1,Aceclorite Plus Tab,LOW,None,,
Aceclotop,Unlinked,1,Aceclotop Th Tab,LOW,None,,
Aceclowal,Unlinked,1,Aceclowal P Tab,LOW,None,,
Acedapa,Unlinked,1,Acedapa 10mg Tab,LOW,None,,
Acedin,Unlinked,1,Acedin M Tab,LOW,None,,
Acedio,Unlinked,1,Acedio Tc Tab,LOW,None,,
Acedip,Unlinked,1,Acedip Tab,LOW,None,,
Aceecure,Unlinked,1,Aceecure P Tab,LOW,None,,
Acef,Unlinked,1,Acef 500mg Tab,LOW,None,,
Acegesic,Unlinked,1,Acegesic Tab,LOW,None,,
Aceheal,Unlinked,1,Aceheal Th Tab,LOW,None,,
Aceli,Unlinked,1,Aceli Sp Tab,LOW,None,,
Acelife,Unlinked,1,Acelife Tab,LOW,None,,
Acelix,Unlinked,1,Acelix Mr Tab,LOW,None,,
Acelo,Unlinked,1,Acelo Mr Tab,LOW,None,,
Acelojoy,Unlinked,1,Acelojoy Sp Tab,LOW,None,,
Acelostat,Unlinked,1,Acelostat P Tab,LOW,None,,
Acemic,Unlinked,1,Acemic T4 Tab,LOW,None,,
Acenor,Unlinked,1,Acenor Mr Tab,LOW,None,,
Acent,Unlinked,1,Acent Plus Tab,LOW,None,,
Acep,Unlinked,1,Acep U Th 100 4mg Tab,LOW,None,,
Acepanil,Unlinked,1,Acepanil Tab,LOW,None,,
Aceparin,Unlinked,1,Aceparin Sp Tab,LOW,None,,
Acepark,Unlinked,1,Acepark Mr Tab,LOW,None,,
Acepex,Unlinked,1,Acepex P Tab,LOW,None,,
Acerain,Unlinked,1,Acerain Sp Tab,LOW,None,,
Aceslan,Unlinked,1,Aceslan Rb Tab,LOW,None,,
Acesquare,Unlinked,1,Acesquare Tab,LOW,None,,
Acetadema,Unlinked,1,Acetadema 250mg Tab,LOW,None,,
Acetamide,Unlinked,1,Acetamide 250mg Tab,LOW,None,,
Acetazolarc,Unlinked,1,Acetazolarc Tab,LOW,None,,
Aceted,Unlinked,1,Aceted P Tab,LOW,None,,
Acetyl,Unlinked,1,Acetyl G Tab,LOW,None,,
Acetynet,Unlinked,1,Acetynet Ac Tab,LOW,None,,
Acevin,Unlinked,1,Acevin P Tab,LOW,None,,
Acevinac,Unlinked,1,Acevinac P Tab,LOW,None,,
Acevolt,Unlinked,1,Acevolt P Tab,LOW,None,,
Acezeal,Unlinked,1,Acezeal Mr Tab,LOW,None,,
Ache,Unlinked,1,Ache P Tab,LOW,None,,
Acicarb,Unlinked,1,Acicarb 650mg Tab,LOW,None,,
Aciky,Unlinked,1,Aciky Tz Tab,LOW,None,,
Aciless,Unlinked,1,Aciless 20mg Tab,LOW,None,,
Acipact,Unlinked,1,Acipact S Tab,LOW,None,,
Aciprax,Unlinked,1,Aciprax D Tab,LOW,None,,
Acival,Unlinked,1,Acival P Tab,LOW,None,,
Acivilda,Unlinked,1,Acivilda M 50 500 Tab,LOW,None,,
Aciwide,Unlinked,1,Aciwide P Tab,LOW,None,,
Acklomol,Unlinked,1,Acklomol Plus Tab,LOW,None,,
Acknotin,Unlinked,1,Acknotin 5mg Tab,LOW,None,,
Acla,Unlinked,1,Acla Sp Tab,LOW,None,,
Acloake,Unlinked,1,Acloake Sp Tab,LOW,None,,
Acloflex,Unlinked,1,Acloflex Mr Tab,LOW,None,,
Aclopar,Unlinked,1,Aclopar Tab,LOW,None,,
Aclopen,Unlinked,1,Aclopen Plus Tab,LOW,None,,
Aclopride,Unlinked,1,Aclopride P Tab,LOW,None,,
Acloris,Unlinked,1,Acloris Tab,LOW,None,,
Aclotab,Unlinked,1,Aclotab Pr 100 500mg Tab,LOW,None,,
Acluser,Unlinked,1,Acluser P Tab,LOW,None,,
Acmil,Unlinked,1,Acmil 25mg Tab,LOW,None,,
Acnac,Unlinked,1,Acnac Th4 Tab,LOW,None,,
Acnechio,Unlinked,1,Acnechio M Tab,LOW,None,,
Acnurish,Unlinked,1,Acnurish Tab,LOW,None,,
Acocare,Unlinked,1,Acocare Sr 300mg Tab,LOW,None,,
Acocontin,Unlinked,1,Acocontin Tab,LOW,None,,
Acomore,Unlinked,1,Acomore Od 300mg Tab,LOW,None,,
Acomotil,Unlinked,1,Acomotil 100mg Tab,LOW,None,,
Acondef,Unlinked,1,Acondef 6mg Tab,LOW,None,,
Aconmyth,Unlinked,1,Aconmyth G 300 500mg Tab,LOW,None,,
Aconred,Unlinked,1,Aconred Xt Tab,LOW,None,,
Aconride,Unlinked,1,Aconride M 2mg Tab,LOW,None,,
Acotop,Unlinked,1,Acotop Er 300mg Tab,LOW,None,,
Actapod,Unlinked,1,Actapod 200 Dt Tab,LOW,None,,
Actfen,Unlinked,1,Actfen Tab,LOW,None,,
Actibion,Unlinked,1,Actibion Plus Tab,LOW,None,,
Acticort,Unlinked,1,Acticort 5mg Tab,LOW,None,,
Actigaba,Unlinked,1,Actigaba Nt 400mg 10mg Tab,LOW,None,,
Actigall,Unlinked,1,Actigall 300mg Tab,LOW,None,,
Actihealth,Unlinked,1,Actihealth Od Tab,LOW,None,,
Actimeg,Unlinked,1,Actimeg Forte Tab,LOW,None,,
Actimol,Unlinked,1,Actimol Tab,LOW,None,,
Actinac,Unlinked,1,Actinac P Tab,LOW,None,,
Actinef,Unlinked,1,Actinef Tab,LOW,None,,
Action,Unlinked,1,Action Or Tab,LOW,None,,
Activday,Unlinked,1,Activday Tab,LOW,None,,
Activelive,Unlinked,1,Activelive Gold Tab,LOW,None,,
Activeworld,Unlinked,1,Activeworld Tab,LOW,None,,
Activime,Unlinked,1,Activime Forte Tab,LOW,None,,
Activit,Unlinked,1,Activit Tab,LOW,None,,
Activitta,Unlinked,1,Activitta 4g Tab,LOW,None,,
Actiwell,Unlinked,1,Actiwell 4g Tab,LOW,None,,
Actiwork,Unlinked,1,Actiwork 500 Lb Tab,LOW,None,,
Actnvp,Unlinked,1,Actnvp Tab,LOW,None,,
Actonel,Unlinked,1,Actonel 35mg Tab,LOW,None,,
Actopred,Unlinked,1,Actopred 4mg Tab,LOW,None,,
Actpill,Unlinked,1,Actpill 800mg Tab,LOW,None,,
Acucal,Unlinked,1,Acucal Tab,LOW,None,,
Acufix,Unlinked,1,Acufix 200mg Tab,LOW,None,,
Aculoric,Unlinked,1,Aculoric 100mg Tab,LOW,None,,
Acumol,Unlinked,1,Acumol Tab,LOW,None,,
Acupraz,Unlinked,1,Acupraz 2 5mg Tab,LOW,None,,
Acuvert,Unlinked,1,Acuvert Tab,LOW,None,,
Acuvin,Unlinked,1,Acuvin Tab,LOW,None,,
Acuvir,Unlinked,1,Acuvir 800 Dt Tab,LOW,None,,
Acvilda,Unlinked,1,Acvilda M 50 500mg Tab,LOW,None,,
Acyclodol,Unlinked,1,Acyclodol Th4 Tab,LOW,None,,
Acyclolark,Unlinked,1,Acyclolark 400mg Tab,LOW,None,,
Acyclosure,Unlinked,1,Acyclosure Th 8mg Tab,LOW,None,,
Aczed,Unlinked,1,Aczed 500mg Tab,LOW,None,,
Adamsil,Unlinked,1,Adamsil D Tab,LOW,None,,
Adamzing,Unlinked,1,Adamzing Tab,LOW,None,,
Adboost,Unlinked,1,Adboost Tab,LOW,None,,
Adcapone,Unlinked,1,Adcapone Tab,LOW,None,,
Addaxon,Unlinked,1,Addaxon Lc Tab,LOW,None,,
Addkay,Unlinked,1,Addkay Tab,LOW,None,,
Addlife,Unlinked,1,Addlife Tab,LOW,None,,
Addna,Unlinked,1,Addna 1gm Tab,LOW,None,,
Addnok,Unlinked,1,Addnok 0 2mg Tab,LOW,None,,
Addperam,Unlinked,1,Addperam 4mg Tab,LOW,None,,
Addtrex,Unlinked,1,Addtrex Tab,LOW,None,,
Addwize,Unlinked,1,Addwize 10mg Tab,LOW,None,,
Adebest,Unlinked,1,Adebest 400mg Tab,LOW,None,,
Adecon,Unlinked,1,Adecon It 200mg Tab,LOW,None,,
Adefresh,Unlinked,1,Adefresh 400mg Tab,LOW,None,,
Adenocheck,Unlinked,1,Adenocheck Tab,LOW,None,,
Adesera,Unlinked,1,Adesera 10mg Tab,LOW,None,,
Adfovir,Unlinked,1,Adfovir 10mg Tab,LOW,None,,
Adhair,Unlinked,1,Adhair Tab,LOW,None,,
Adheb,Unlinked,1,Adheb 10mg Tab,LOW,None,,
Adibose,Unlinked,1,Adibose Gm 2mg Tab,LOW,None,,
Adidac,Unlinked,1,Adidac 400mg Tab,LOW,None,,
Adine,Unlinked,1,Adine Plus Tab,LOW,None,,
Adinerve,Unlinked,1,Adinerve Nt Tab,LOW,None,,
Adipam,Unlinked,1,Adipam Lite Tab,LOW,None,,
Adipsin,Unlinked,1,Adipsin Tab,LOW,None,,
Adironemed,Unlinked,1,Adironemed 100mg Tab,LOW,None,,
Adironewyn,Unlinked,1,Adironewyn 100mg Tab,LOW,None,,
Adisyl,Unlinked,1,Adisyl M 400mg Tab,LOW,None,,
Adiuretin,Unlinked,1,Adiuretin 0 2mg Tab,LOW,None,,
Adivit,Unlinked,1,Adivit Cz Tab,LOW,None,,
Adiza,Unlinked,1,Adiza 10mg Tab,LOW,None,,
Adjuvanex,Unlinked,1,Adjuvanex D Tab,LOW,None,,
Admesyl,Unlinked,1,Admesyl 400mg Tab,LOW,None,,
Admop,Unlinked,1,Admop Tab,LOW,None,,
Adrocred,Unlinked,1,Adrocred Lb 500mg Tab,LOW,None,,
Adsleep,Unlinked,1,Adsleep 10mg Tab,LOW,None,,
Adstrom,Unlinked,1,Adstrom 7s Tab,LOW,None,,
Advance,Unlinked,1,Advance 375mg Tab,LOW,None,,
Adventor,Unlinked,1,Adventor Plus 10mg Tab,LOW,None,,
Adyllin,Unlinked,1,Adyllin Sr 200mg Tab,LOW,None,,
Adzolam,Unlinked,1,Adzolam 0 5mg Tab,LOW,None,,
Aeklo,Unlinked,1,Aeklo Plus Tab,LOW,None,,
Aelita,Unlinked,1,Aelita Tab,LOW,None,,
Aeonerv,Unlinked,1,Aeonerv Fd Tab,LOW,None,,
Aeonity,Unlinked,1,Aeonity Plus Tab,LOW,None,,
Aeoron,Unlinked,1,Aeoron Tab,LOW,None,,
Aeromont,Unlinked,1,Aeromont B Tab,LOW,None,,
Aeroway,Unlinked,1,Aeroway Dxm Tab,LOW,None,,
Aexi,Unlinked,1,Aexi P Tab,LOW,None,,
Aexiclav,Unlinked,1,Aexiclav Lb 625mg Tab,LOW,None,,
Afdical,Unlinked,1,Afdical Ccm Tab,LOW,None,,
Afdura,Unlinked,1,Afdura Tab,LOW,None,,
Afetan,Unlinked,1,Afetan Plus Tab,LOW,None,,
Aff,Unlinked,1,Aff Tab Aff,LOW,None,,
Affilife,Unlinked,1,Affilife Z Tab,LOW,None,,
Afflicox,Unlinked,1,Afflicox Th 4mg Tab,LOW,None,,
Affoarni,Unlinked,1,Affoarni 50mg Tab,LOW,None,,
Affoempa,Unlinked,1,Affoempa 25mg Tab,LOW,None,,
Afiflam,Unlinked,1,Afiflam Plus Tab,LOW,None,,
Afineday,Unlinked,1,Afineday Tab,LOW,None,,
Afl,Unlinked,1,Afl Sr 200mg Tab,LOW,None,,
Afropil,Unlinked,1,Afropil Tab,LOW,None,,
Afrotab,Unlinked,1,Afrotab 60s Tab,LOW,None,,
Aftron,Unlinked,1,Aftron Tab,LOW,None,,
Agedrop,Unlinked,1,Agedrop Tab,LOW,None,,
Ageless,Unlinked,1,Ageless Tab,LOW,None,,
Agloros,Unlinked,1,Agloros 20mg Tab,LOW,None,,
Agma,Unlinked,1,Agma Nerve Gold Tab,LOW,None,,
Agoprex,Unlinked,1,Agoprex Tab,LOW,None,,
Agoty,Unlinked,1,Agoty Tab,LOW,None,,
Agptoy,Unlinked,1,Agptoy Tab,LOW,None,,
Agunex,Unlinked,1,Agunex Cv Lb Tab,LOW,None,,
Ah,Unlinked,1,Ah Plus Tab Ah,LOW,None,,
Aifen,Unlinked,1,Aifen Sp Tab,LOW,None,,
Aiim,Unlinked,1,Aiim 500mg Tab,LOW,None,,
Ai1,Unlinked,1,Ai1 D Tab Ail,LOW,None,,
Aim,Unlinked,1,Aim 250mg Tab Aim,LOW,None,,
Airasit,Unlinked,1,Airasit 50 500mg Tab,LOW,None,,
Aircef,Unlinked,1,Aircef O Tab,LOW,None,,
Airgates,Unlinked,1,Airgates Plus Tab,LOW,None,,
Airlink,Unlinked,1,Airlink Plus Tab,LOW,None,,
Airlukast,Unlinked,1,Airlukast Fx Tab,LOW,None,,
Airrosam,Unlinked,1,Airrosam 400mg Tab,LOW,None,,
Aisa,Unlinked,1,Aisa Tab,LOW,None,,
Ak,Unlinked,1,Ak Log Tab Ak,LOW,None,,
Akba,Unlinked,1,Akba Fort Tab,LOW,None,,
Akbanem,Unlinked,1,Akbanem Tab,LOW,None,,
Akorox,Unlinked,1,Akorox 500mg Tab,LOW,None,,
Akotel,Unlinked,1,Akotel Trio 50mg Tab,LOW,None,,
Akovita,Unlinked,1,Akovita Sl 1500mcg Tab,LOW,None,,
Akshell,Unlinked,1,Akshell Tab,LOW,None,,
Akticet,Unlinked,1,Akticet L Tab,LOW,None,,
Akytrex,Unlinked,1,Akytrex 15mg Tab,LOW,None,,
Alace,Unlinked,1,Alace Tab,LOW,None,,
Alafin,Unlinked,1,Alafin Tab,LOW,None,,
Alagreat,Unlinked,1,Alagreat 600mg Tab,LOW,None,,
Alastin,Unlinked,1,Alastin Am Tab,LOW,None,,
Alatro,Unlinked,1,Alatro 80mg Tab,LOW,None,,
Albanix,Unlinked,1,Albanix Tab,LOW,None,,
Albendazole,Unlinked,1,Albendazole 400mg Tab,LOW,None,,
Albeverm,Unlinked,1,Albeverm Plus Tab,LOW,None,,
Albo,Unlinked,1,Albo Sang Tab,LOW,None,,
Albol,Unlinked,1,Albol 400mg Tab,LOW,None,,
Albozen,Unlinked,1,Albozen Tab,LOW,None,,
Albunil,Unlinked,1,Albunil Tab,LOW,None,,
Alcecost,Unlinked,1,Alcecost Sp Tab,LOW,None,,
Alcet,Unlinked,1,Alcet 5mg Tab,LOW,None,,
Alchlor,Unlinked,1,Alchlor 25mg Tab,LOW,None,,
Alcium,Unlinked,1,Alcium Tab,LOW,None,,
Alclar,Unlinked,1,Alclar 250mg Tab,LOW,None,,
Alcoba,Unlinked,1,Alcoba Forte Tab,LOW,None,,
Alcofen,Unlinked,1,Alcofen 10mg Tab,LOW,None,,
Alcoliv,Unlinked,1,Alcoliv Tab,LOW,None,,
Alconil,Unlinked,1,Alconil 500mg Tab,LOW,None,,
Alconix,Unlinked,1,Alconix 500mg Tab,LOW,None,,
Alconus,Unlinked,1,Alconus Tab,LOW,None,,
Aldaid,Unlinked,1,Aldaid Tab,LOW,None,,
Aldavit,Unlinked,1,Aldavit Tab,LOW,None,,
Alderec,Unlinked,1,Alderec M Tab,LOW,None,,
Aldostix,Unlinked,1,Aldostix Tab,LOW,None,,
Alensol,Unlinked,1,Alensol D Tab,LOW,None,,
Alercid,Unlinked,1,Alercid Total Tab,LOW,None,,
Alerdain,Unlinked,1,Alerdain M Tab,LOW,None,,
Alerex,Unlinked,1,Alerex Lc Tab,LOW,None,,
Alerg,Unlinked,1,Alerg Total Tab,LOW,None,,
Alerpin,Unlinked,1,Alerpin A Tab,LOW,None,,
Alersif,Unlinked,1,Alersif 180mg Tab,LOW,None,,
Alescar,Unlinked,1,Alescar Tab,LOW,None,,
Alfacare,Unlinked,1,Alfacare D3 Tab,LOW,None,,
Alfacheck,Unlinked,1,Alfacheck Tab,LOW,None,,
Alfadep,Unlinked,1,Alfadep Tab,LOW,None,,
Alfalead,Unlinked,1,Alfalead Tab,LOW,None,,
Alfalog,Unlinked,1,Alfalog Tab,LOW,None,,
Alfamin,Unlinked,1,Alfamin Cd3 Tab,LOW,None,,
Alfapride,Unlinked,1,Alfapride 25mg Tab,LOW,None,,
Alfapsin,Unlinked,1,Alfapsin Tab,LOW,None,,
Alfaren,Unlinked,1,Alfaren Tab,LOW,None,,
Alfil,Unlinked,1,Alfil 5mg Tab,LOW,None,,
Alfman,Unlinked,1,Alfman 10mg Tab,LOW,None,,
Alftract,Unlinked,1,Alftract Tab,LOW,None,,
Alfuin,Unlinked,1,Alfuin 10mg Tab,LOW,None,,
Alfunol,Unlinked,1,Alfunol D Tab,LOW,None,,
Algaba,Unlinked,1,Algaba M 75mg Tab,LOW,None,,
Algefex,Unlinked,1,Algefex 180mg Tab,LOW,None,,
Algest,Unlinked,1,Algest Sr 200mg Tab,LOW,None,,
Algia,Unlinked,1,Algia Ap Tab,LOW,None,,
Algineuron,Unlinked,1,Algineuron Tab,LOW,None,,
Algopin,Unlinked,1,Algopin Tab,LOW,None,,
Alicort,Unlinked,1,Alicort 12mg Tab,LOW,None,,
Alistor,Unlinked,1,Alistor 10mg Tab,LOW,None,,
Alivher,Unlinked,1,Alivher Tab,LOW,None,,
